timestamp,value
2025-11-13 12:37:17,715
2025-11-13 12:37:47,710
2025-11-13 12:38:18,683
2025-11-13 12:38:48,665
2025-11-13 12:39:19,680
2025-11-13 12:39:49,10
2025-11-13 12:40:20,669
2025-11-13 12:40:50,679
2025-11-13 12:41:21,656
2025-11-13 12:41:51,674
2025-11-13 12:42:22,679
2025-11-13 12:42:52,671
2025-11-13 12:43:23,659
2025-11-13 12:43:53,655
2025-11-13 12:44:24,648
2025-11-13 12:44:55,535
2025-11-13 12:45:25,572
2025-11-13 12:45:56,523
2025-11-13 12:46:26,533
2025-11-13 12:46:57,533
2025-11-13 12:47:27,0
2025-11-13 12:47:58,0
2025-11-13 12:48:28,1648
2025-11-13 12:48:59,1620
2025-11-13 12:49:29,63
2025-11-13 12:50:00,59
2025-11-13 12:50:30,0
2025-11-13 12:51:01,2137
2025-11-13 12:51:31,1512
2025-11-13 12:52:02,93
2025-11-13 12:52:32,0
2025-11-13 12:53:03,0
2025-11-13 12:53:33,0
2025-11-13 12:54:04,0
2025-11-13 12:54:34,0
2025-11-13 12:55:05,0
2025-11-13 12:55:35,1737
2025-11-13 12:56:06,141
2025-11-13 12:56:36,1063
2025-11-13 12:57:07,959
2025-11-13 12:57:37,954
2025-11-13 12:58:08,959
2025-11-13 12:58:38,939
2025-11-13 12:59:09,936
2025-11-13 12:59:39,929
2025-11-13 13:00:10,942
2025-11-13 13:00:41,961
2025-11-13 13:01:11,953
2025-11-13 13:01:42,941
2025-11-13 13:02:12,913
2025-11-13 13:02:43,893
2025-11-13 13:03:13,866
2025-11-13 13:03:44,856
2025-11-13 13:04:14,0
2025-11-13 13:04:45,0
2025-11-13 13:05:15,0
2025-11-13 13:05:46,0
2025-11-13 13:06:17,0
2025-11-13 13:06:47,0
2025-11-13 13:07:18,0
2025-11-13 13:07:48,0
2025-11-13 13:08:19,0
2025-11-13 13:08:49,0
2025-11-13 13:09:20,0
2025-11-13 13:09:50,0
2025-11-13 13:10:21,0
2025-11-13 13:10:51,0
2025-11-13 13:11:22,0
2025-11-13 13:11:52,0
2025-11-13 13:12:23,0
2025-11-13 13:12:53,0
2025-11-13 13:13:24,0
2025-11-13 13:13:54,0
2025-11-13 13:14:25,0
2025-11-13 13:14:55,1314
2025-11-13 13:15:26,1425
2025-11-13 13:15:56,435
2025-11-13 13:16:27,428
2025-11-13 13:16:57,436
2025-11-13 13:17:28,36
2025-11-13 13:17:58,44
2025-11-13 13:18:29,161
2025-11-13 13:18:59,209
2025-11-13 13:19:30,209
2025-11-13 13:20:00,214
2025-11-13 13:20:31,190
2025-11-13 13:21:01,187
2025-11-13 13:21:32,179
2025-11-13 13:22:03,181
2025-11-13 13:22:33,182
2025-11-13 13:23:04,185
2025-11-13 13:23:34,188
2025-11-13 13:24:05,219
2025-11-13 13:24:35,205
2025-11-13 13:25:06,206
2025-11-13 13:25:36,213
2025-11-13 13:26:07,217
2025-11-13 13:26:37,215
2025-11-13 13:27:08,223
2025-11-13 13:27:38,218
2025-11-13 13:28:09,214
2025-11-13 13:28:39,204
2025-11-13 13:29:10,218
2025-11-13 13:29:41,213
2025-11-13 13:30:11,244
2025-11-13 13:30:42,220
2025-11-13 13:31:12,219
2025-11-13 13:31:43,185
2025-11-13 13:32:13,167
2025-11-13 13:32:44,166
2025-11-13 13:33:15,171
2025-11-13 13:33:45,172
2025-11-13 13:34:16,171
2025-11-13 13:34:46,175
2025-11-13 13:35:17,166
2025-11-13 13:35:47,162
2025-11-13 13:36:18,160
2025-11-13 13:36:48,208
2025-11-13 13:37:19,199
2025-11-13 13:37:49,244
2025-11-13 13:38:20,245
2025-11-13 13:38:50,244
2025-11-13 13:39:21,239
2025-11-13 13:39:51,237
2025-11-13 13:40:22,231
2025-11-13 13:40:53,230
2025-11-13 13:41:23,226
2025-11-13 13:41:54,226
2025-11-13 13:42:24,222
2025-11-13 13:42:55,216
2025-11-13 13:43:25,214
2025-11-13 13:43:56,209
2025-11-13 13:44:26,206
2025-11-13 13:44:57,205
2025-11-13 13:45:27,208
2025-11-13 13:45:58,211
2025-11-13 13:46:28,209
2025-11-13 13:46:59,150
2025-11-13 13:47:29,154
2025-11-13 13:48:00,150
2025-11-13 13:48:30,196
2025-11-13 13:49:01,190
2025-11-13 13:49:31,185
2025-11-13 13:50:02,182
2025-11-13 13:50:32,182
2025-11-13 13:51:03,180
2025-11-13 13:51:33,183
2025-11-13 13:52:04,185
2025-11-13 13:52:34,185
2025-11-13 13:53:05,181
2025-11-13 13:53:35,157
2025-11-13 13:54:06,154
2025-11-13 13:54:36,154
2025-11-13 13:55:07,150
2025-11-13 13:55:37,150
2025-11-13 13:56:08,137
2025-11-13 13:56:38,145
2025-11-13 13:57:09,132
2025-11-13 13:57:39,122
2025-11-13 13:58:10,122
2025-11-13 13:58:41,165
2025-11-13 13:59:11,139
2025-11-13 13:59:42,160
2025-11-13 14:00:12,155
2025-11-13 14:00:43,153
2025-11-13 14:01:13,150
2025-11-13 14:01:44,148
2025-11-13 14:02:14,145
2025-11-13 14:02:45,142
2025-11-13 14:03:15,139
2025-11-13 14:03:46,86
2025-11-13 14:04:16,88
2025-11-13 14:04:47,84
2025-11-13 14:05:17,80
2025-11-13 14:05:48,119
2025-11-13 14:06:18,117
2025-11-13 14:06:49,80
2025-11-13 14:07:19,86
2025-11-13 14:07:50,81
2025-11-13 14:08:20,80
2025-11-13 14:08:51,75
2025-11-13 14:09:21,70
2025-11-13 14:09:52,75
2025-11-13 14:10:22,74
2025-11-13 14:10:53,74
2025-11-13 14:11:23,76
2025-11-13 14:11:54,73
2025-11-13 14:12:24,72
2025-11-13 14:12:55,69
2025-11-13 14:13:25,67
2025-11-13 14:13:56,94
2025-11-13 14:14:27,89
2025-11-13 14:14:57,86
2025-11-13 14:15:28,84
2025-11-13 14:15:58,80
2025-11-13 14:16:29,79
2025-11-13 14:16:59,78
2025-11-13 14:17:30,77
2025-11-13 14:18:00,75
2025-11-13 14:18:31,74
2025-11-13 14:19:01,72
2025-11-13 14:19:32,71
2025-11-13 14:20:02,70
2025-11-13 14:20:33,49
2025-11-13 14:21:03,47
2025-11-13 14:21:34,67
2025-11-13 14:22:04,66
2025-11-13 14:22:35,65
2025-11-13 14:23:05,64
2025-11-13 14:23:36,64
2025-11-13 14:24:06,62
2025-11-13 14:24:37,60
2025-11-13 14:25:08,59
2025-11-13 14:25:38,58
2025-11-13 14:26:09,57
2025-11-13 14:26:39,37
2025-11-13 14:27:10,36
2025-11-13 14:27:40,35
2025-11-13 14:28:11,35
2025-11-13 14:28:41,34
2025-11-13 14:29:12,34
2025-11-13 14:29:42,32
2025-11-13 14:30:13,31
2025-11-13 14:30:43,31
2025-11-13 14:31:14,31
2025-11-13 14:31:44,29
2025-11-13 14:45:34,33
2025-11-13 14:46:04,380
2025-11-13 14:46:35,1544
2025-11-13 14:47:05,42
2025-11-13 14:47:36,41
2025-11-13 14:48:07,40
2025-11-13 14:48:37,40
2025-11-13 14:49:08,40
2025-11-13 14:49:38,39
2025-11-13 14:50:09,38
2025-11-13 14:50:39,38
2025-11-13 14:51:10,37
2025-11-13 14:51:40,37
2025-11-13 14:52:11,36
2025-11-13 14:52:41,36
2025-11-13 14:53:12,35
2025-11-13 14:53:43,35
2025-11-13 14:54:13,35
2025-11-13 14:54:44,34
2025-11-13 14:55:14,34
2025-11-13 14:55:45,34
2025-11-13 14:56:15,33
2025-11-13 14:56:46,32
2025-11-13 14:57:16,32
2025-11-13 14:57:47,32
2025-11-13 14:58:17,31
2025-11-13 14:58:48,31
2025-11-13 14:59:18,30
2025-11-13 14:59:49,30
2025-11-13 15:00:19,30
2025-11-13 15:00:50,29
2025-11-13 15:01:20,29
2025-11-13 15:01:51,29
2025-11-13 15:02:21,29
2025-11-13 15:02:52,29
2025-11-13 15:03:22,29
2025-11-13 15:03:53,29
2025-11-13 15:04:23,28
2025-11-13 15:04:54,28
2025-11-13 15:05:24,28
2025-11-13 15:05:55,125
2025-11-13 15:06:25,320
2025-11-13 15:06:56,48
2025-11-13 15:07:27,36
2025-11-13 15:07:57,34
2025-11-13 15:08:28,55
2025-11-13 15:08:58,56
2025-11-13 15:09:29,55
2025-11-13 15:09:59,54
2025-11-13 15:10:30,1260
2025-11-13 15:11:00,30
2025-11-13 15:11:31,57
2025-11-13 15:12:02,56
2025-11-13 15:12:33,54
2025-11-13 15:13:03,54
2025-11-13 15:13:34,54
2025-11-13 15:14:04,53
2025-11-13 15:14:35,53
2025-11-13 15:15:05,53
2025-11-13 15:15:36,53
2025-11-13 15:16:06,51
2025-11-13 15:16:37,51
2025-11-13 15:17:07,50
2025-11-13 15:17:38,49
2025-11-13 15:18:08,49
2025-11-13 15:18:39,49
2025-11-13 15:19:09,49
2025-11-13 15:19:40,48
2025-11-13 15:20:10,47
2025-11-13 15:20:41,47
2025-11-13 15:21:11,46
2025-11-13 15:21:42,46
2025-11-13 15:22:12,45
2025-11-13 15:22:43,45
2025-11-13 15:23:14,45
2025-11-13 15:23:44,45
2025-11-13 15:24:15,44
2025-11-13 15:24:45,44
2025-11-13 15:25:16,43
2025-11-13 15:25:46,43
2025-11-13 15:26:17,42
2025-11-13 15:26:47,16
2025-11-13 15:27:18,16
2025-11-13 15:27:48,0
2025-11-13 15:28:19,2
2025-11-13 15:28:49,0
2025-11-13 15:29:20,0
2025-11-13 15:29:50,0
2025-11-13 15:30:21,0
2025-11-13 15:30:52,0
2025-11-13 15:31:22,0
2025-11-13 15:31:53,0
2025-11-13 15:32:23,0
2025-11-13 15:32:54,0
2025-11-13 15:33:24,0
2025-11-13 15:33:55,0
2025-11-13 15:34:25,0
2025-11-13 15:34:56,0
2025-11-13 15:35:26,0
2025-11-13 15:35:57,0
2025-11-13 15:36:27,0
2025-11-13 15:36:58,0
2025-11-13 15:37:28,0
2025-11-13 15:37:59,0
2025-11-13 15:38:29,0
2025-11-13 15:39:00,0
2025-11-13 15:39:30,0
2025-11-13 15:40:01,0
2025-11-13 15:40:31,0
2025-11-13 15:41:02,0
2025-11-13 15:41:32,0
2025-11-13 15:42:03,0
2025-11-13 15:42:33,0
2025-11-13 15:43:04,0
2025-11-13 15:43:34,0
2025-11-13 15:44:05,0
2025-11-13 15:44:36,0
2025-11-13 15:45:06,0
2025-11-13 15:45:37,0
2025-11-13 15:46:07,0
2025-11-13 15:46:38,0
2025-11-13 15:47:08,0
2025-11-13 15:47:39,0
2025-11-13 15:48:09,0
2025-11-13 15:48:40,0
2025-11-13 15:49:10,0
2025-11-13 15:49:41,0
2025-11-13 15:50:11,0
2025-11-13 15:50:42,0
2025-11-13 15:51:12,0
2025-11-13 15:51:43,0
2025-11-13 15:52:13,0
2025-11-13 15:52:44,0
2025-11-13 15:53:14,0
2025-11-13 15:53:45,0
2025-11-13 15:54:15,0
2025-11-13 15:54:46,0
2025-11-13 15:55:16,0
2025-11-13 15:55:47,0
2025-11-13 15:56:17,0
2025-11-13 15:56:48,0
2025-11-13 15:57:18,783
2025-11-13 15:57:52,1
2025-11-13 15:58:22,66
2025-11-13 15:58:53,269
2025-11-13 16:00:29,1
2025-11-13 16:00:40,2
2025-11-13 16:00:50,2
2025-11-13 16:01:01,2
2025-11-13 16:01:11,2
2025-11-13 16:01:22,4
2025-11-13 16:01:32,2
2025-11-13 16:01:43,3
2025-11-13 16:01:53,449
2025-11-13 16:02:04,0
2025-11-13 16:02:14,1
2025-11-13 16:02:25,962
2025-11-13 16:02:35,0
2025-11-13 16:02:46,2
2025-11-13 16:02:56,2
2025-11-13 16:03:07,2
2025-11-13 16:03:18,2
2025-11-13 16:03:28,2
2025-11-13 16:03:39,2
2025-11-13 16:03:49,487
2025-11-13 16:04:00,662
2025-11-13 16:04:10,0
2025-11-13 16:04:21,0
2025-11-13 16:04:31,2
2025-11-13 16:04:42,2
2025-11-13 16:04:52,2
2025-11-13 16:05:03,2
2025-11-13 16:05:13,2
2025-11-13 16:05:24,2
2025-11-13 16:05:34,35
2025-11-13 16:05:45,34
2025-11-13 16:05:55,34
2025-11-13 16:06:06,33
2025-11-13 16:06:17,35
2025-11-13 16:06:27,34
2025-11-13 16:06:38,35
2025-11-13 16:06:48,33
2025-11-13 16:06:59,35
2025-11-13 16:07:09,35
2025-11-13 16:07:20,35
2025-11-13 16:07:30,33
2025-11-13 16:07:41,32
2025-11-13 16:07:51,32
2025-11-13 16:08:02,34
2025-11-13 16:08:12,34
2025-11-13 16:08:23,34
2025-11-13 16:08:33,33
2025-11-13 16:08:44,34
2025-11-13 16:08:54,1
2025-11-13 16:09:05,1
2025-11-13 16:09:15,2
2025-11-13 16:09:26,1
2025-11-13 16:09:36,26
2025-11-13 16:09:47,34
2025-11-13 16:09:57,33
2025-11-13 16:10:08,35
2025-11-13 16:10:19,34
2025-11-13 16:10:29,34
2025-11-13 16:10:40,34
2025-11-13 16:10:50,34
2025-11-13 16:11:01,33
2025-11-13 16:11:11,34
2025-11-13 16:11:22,33
2025-11-13 16:11:32,34
2025-11-13 16:11:43,32
2025-11-13 16:11:53,34
2025-11-13 16:12:04,33
2025-11-13 16:12:14,32
2025-11-13 16:12:25,33
2025-11-13 16:12:35,34
2025-11-13 16:12:46,34
2025-11-13 16:12:56,34
2025-11-13 16:13:07,34
2025-11-13 16:13:18,34
2025-11-13 16:13:28,32
2025-11-13 16:13:39,34
2025-11-13 16:13:49,34
2025-11-13 17:24:29,33
2025-11-13 17:24:40,35
2025-11-13 17:24:50,37
2025-11-13 17:25:04,35
2025-11-13 17:25:14,38
2025-11-13 17:25:25,37
2025-11-13 17:25:35,37
2025-11-13 17:25:46,37
2025-11-13 17:25:56,37
2025-11-13 17:26:07,35
2025-11-13 17:26:17,5
2025-11-13 17:26:28,4
2025-11-13 17:26:39,5
2025-11-13 17:26:49,3
2025-11-13 17:27:00,3
2025-11-13 17:27:10,3
2025-11-13 17:27:21,3
2025-11-13 17:27:31,3
2025-11-13 17:27:42,3
2025-11-13 17:27:52,3
2025-11-13 17:28:03,3
2025-11-13 17:28:13,3
2025-11-13 17:28:24,3
2025-11-13 17:28:34,3
2025-11-13 17:28:45,3
2025-11-13 17:28:55,3
2025-11-13 17:29:06,3
2025-11-13 17:29:17,3
2025-11-13 17:29:27,3
2025-11-13 17:29:38,3
2025-11-13 17:29:48,3
2025-11-13 17:29:59,3
2025-11-13 17:30:09,3
2025-11-13 17:30:20,3
2025-11-13 17:30:30,3
2025-11-13 17:30:41,3
2025-11-13 17:30:52,3
2025-11-13 17:31:02,3
2025-11-13 17:31:13,3
2025-11-13 17:31:23,3
2025-11-13 17:31:34,3
2025-11-13 17:31:44,3
2025-11-13 17:31:55,3
2025-11-13 17:32:05,3
2025-11-13 17:32:16,3
2025-11-13 17:32:26,3
2025-11-13 17:32:37,3
2025-11-13 17:32:47,3
2025-11-13 17:32:58,3
2025-11-13 17:33:08,3
2025-11-13 17:33:19,3
2025-11-13 17:33:29,3
2025-11-13 17:33:40,3
2025-11-13 17:33:51,3
2025-11-13 17:34:01,3
2025-11-13 17:34:12,3
2025-11-13 17:34:22,3
2025-11-13 17:34:33,3
2025-11-13 17:34:44,3
2025-11-13 17:34:54,3
2025-11-13 17:35:05,3
2025-11-13 17:35:15,3
2025-11-13 17:35:26,3
2025-11-13 17:35:36,3
2025-11-13 17:35:47,3
2025-11-13 17:35:57,3
2025-11-13 17:36:08,3
2025-11-13 17:36:18,3
2025-11-13 17:36:29,3
2025-11-13 17:36:39,3
2025-11-13 17:36:50,3
2025-11-13 17:37:00,3
2025-11-13 17:37:11,5
2025-11-13 17:37:21,4
2025-11-13 17:37:32,3
2025-11-13 17:37:42,3
2025-11-13 17:37:53,3
2025-11-13 17:38:03,3
2025-11-13 17:38:14,3
2025-11-13 17:38:24,3
2025-11-13 17:38:35,4
2025-11-13 17:38:46,4
2025-11-13 17:38:56,5
2025-11-13 17:39:07,5
2025-11-13 17:39:17,4
2025-11-13 17:39:28,5
2025-11-13 17:39:38,4
2025-11-13 17:39:49,4
2025-11-13 17:39:59,4
2025-11-13 17:40:10,4
2025-11-13 17:40:20,5
2025-11-13 17:40:31,5
2025-11-13 17:40:42,5
2025-11-13 17:40:52,5
2025-11-13 17:41:03,3
2025-11-13 17:41:13,4
2025-11-13 17:41:24,4
2025-11-13 17:41:34,3
2025-11-13 17:41:45,3
2025-11-13 17:41:55,3
2025-11-13 17:42:06,3
2025-11-13 17:42:16,3
2025-11-13 17:42:27,4
2025-11-13 17:42:37,3
2025-11-13 17:42:48,4
2025-11-13 17:42:58,5
2025-11-13 17:43:09,5
2025-11-13 17:43:19,3
2025-11-13 17:43:30,5
2025-11-13 17:43:40,5
2025-11-13 17:43:51,3
2025-11-13 17:44:01,3
2025-11-13 17:44:12,3
2025-11-13 17:44:23,3
2025-11-13 17:44:33,3
2025-11-13 17:44:44,3
2025-11-13 17:44:54,3
2025-11-13 17:45:05,4
2025-11-13 17:45:15,3
2025-11-13 17:45:26,3
2025-11-13 17:45:36,3
2025-11-13 17:45:47,3
2025-11-13 17:45:57,3
2025-11-13 17:46:08,3
2025-11-13 17:46:18,3
2025-11-13 17:46:29,3
2025-11-13 17:46:39,3
2025-11-13 17:46:50,4
2025-11-13 17:47:00,4
2025-11-13 17:47:11,4
2025-11-13 17:47:22,4
2025-11-13 17:47:32,5
2025-11-13 17:47:43,5
2025-11-13 17:47:53,4
2025-11-13 17:48:04,5
2025-11-13 17:48:14,5
2025-11-13 17:48:25,5
2025-11-13 17:48:35,5
2025-11-13 17:48:46,5
2025-11-13 17:48:56,5
2025-11-13 17:49:07,5
2025-11-13 17:49:17,5
2025-11-13 17:49:28,3
2025-11-13 17:49:38,5
2025-11-13 17:49:49,5
2025-11-13 17:49:59,5
2025-11-13 17:50:10,5
2025-11-13 17:50:20,5
2025-11-13 17:50:31,4
2025-11-13 17:50:42,4
2025-11-13 17:50:52,5
2025-11-13 17:51:03,3
2025-11-13 17:51:13,3
2025-11-13 17:51:24,3
2025-11-13 17:51:34,3
2025-11-13 17:51:45,3
2025-11-13 17:51:55,3
2025-11-13 17:52:06,3
2025-11-13 17:52:16,5
2025-11-13 17:52:27,4
2025-11-13 17:52:38,3
2025-11-13 17:52:48,3
2025-11-13 17:52:59,4
2025-11-13 17:53:09,3
2025-11-13 17:53:20,3
2025-11-13 17:53:30,3
2025-11-13 17:53:41,3
2025-11-13 17:53:51,3
2025-11-13 17:54:02,3
2025-11-13 17:54:12,3
2025-11-13 17:54:23,3
2025-11-13 17:54:33,3
2025-11-13 17:54:44,3
2025-11-13 17:54:54,3
2025-11-13 17:55:05,3
2025-11-13 17:55:16,3
2025-11-13 17:55:26,3
2025-11-13 17:55:37,3
2025-11-13 17:55:47,3
2025-11-13 17:55:58,4
2025-11-13 17:56:08,5
2025-11-13 17:56:19,4
2025-11-13 17:56:29,4
2025-11-13 17:56:40,4
2025-11-13 17:56:50,4
2025-11-13 17:57:01,3
2025-11-13 17:57:11,3
2025-11-13 17:57:22,3
2025-11-13 17:57:33,3
2025-11-13 17:57:43,3
2025-11-13 17:57:54,3
2025-11-13 17:58:04,3
2025-11-13 17:58:15,3
2025-11-13 17:58:25,3
2025-11-13 17:58:36,3
2025-11-13 17:58:46,3
2025-11-13 17:58:57,3
2025-11-13 17:59:07,3
2025-11-13 17:59:18,4
2025-11-13 17:59:28,3
2025-11-13 17:59:39,5
2025-11-13 17:59:49,5
2025-11-13 18:00:00,5
2025-11-13 18:00:10,5
2025-11-13 18:00:21,5
2025-11-13 18:00:31,4
2025-11-13 18:00:42,3
2025-11-13 18:00:53,4
2025-11-13 18:01:03,4
2025-11-13 18:01:14,3
2025-11-13 18:01:24,3
2025-11-13 18:01:35,4
2025-11-13 18:01:45,4
2025-11-13 18:01:56,4
2025-11-13 18:02:06,4
2025-11-13 18:02:17,5
2025-11-13 18:02:27,4
2025-11-13 18:02:38,4
2025-11-13 18:02:48,4
2025-11-13 18:02:59,5
2025-11-13 18:03:09,4
2025-11-13 18:03:20,4
2025-11-13 18:03:30,4
2025-11-13 18:03:41,4
2025-11-13 18:03:51,4
2025-11-13 18:04:02,4
2025-11-13 18:04:12,5
2025-11-13 18:04:23,4
2025-11-13 18:04:33,4
2025-11-13 18:04:44,4
2025-11-13 18:04:54,4
2025-11-13 18:05:05,4
2025-11-13 18:05:15,4
2025-11-13 18:05:26,3
2025-11-13 18:05:36,3
2025-11-13 18:05:47,3
2025-11-13 18:05:57,5
2025-11-13 18:06:08,5
2025-11-13 18:06:18,5
2025-11-13 18:06:29,5
2025-11-13 18:06:39,5
2025-11-13 18:06:50,5
2025-11-13 18:07:00,5
2025-11-13 18:07:11,5
2025-11-13 18:07:21,5
2025-11-13 18:07:32,3
2025-11-13 18:07:43,5
2025-11-13 18:07:53,5
2025-11-13 18:08:04,5
2025-11-13 18:08:14,5
2025-11-13 18:08:25,18
2025-11-13 18:08:35,35
2025-11-13 18:08:46,36
2025-11-13 18:08:56,35
2025-11-13 18:09:07,35
2025-11-13 18:09:17,37
2025-11-13 18:09:28,35
2025-11-13 18:09:38,35
2025-11-13 18:09:49,35
2025-11-13 18:09:59,17
2025-11-13 18:10:10,35
2025-11-13 18:10:20,16
2025-11-13 18:10:31,8
2025-11-13 18:10:41,8
2025-11-13 18:10:52,30
2025-11-13 18:11:02,10
2025-11-13 18:11:13,31
2025-11-13 18:11:24,34
2025-11-13 18:11:34,35
2025-11-13 18:11:45,35
2025-11-13 18:11:55,31
2025-11-13 18:12:06,10
2025-11-13 18:12:16,10
2025-11-13 18:12:27,10
2025-11-13 18:12:37,10
2025-11-13 18:12:48,10
2025-11-13 18:12:58,9
2025-11-13 18:13:09,8
2025-11-13 18:13:19,7
2025-11-13 18:13:30,8
2025-11-13 18:13:40,7
2025-11-13 18:13:51,7
2025-11-13 18:14:01,7
2025-11-13 18:14:15,6
2025-11-13 18:14:26,7
2025-11-13 18:14:36,8
2025-11-13 18:14:47,9
2025-11-13 18:14:57,9
2025-11-13 18:15:08,8
2025-11-13 18:15:18,9
2025-11-13 18:15:29,8
2025-11-13 18:15:39,7
2025-11-13 18:15:50,12
2025-11-13 18:16:01,7
2025-11-13 18:16:11,6
2025-11-13 18:16:22,9
2025-11-13 18:16:32,7
2025-11-13 18:16:43,26
2025-11-13 18:16:53,10
2025-11-13 18:17:04,8
2025-11-13 18:17:14,9
2025-11-13 18:17:25,9
2025-11-13 18:17:35,10
2025-11-13 18:17:49,9
2025-11-13 18:18:00,8
